Model Dir,Training Accuracy,Test Accuracy,Training AUC,Test AUC,Training Precision,Test Precision,Training Recall,Test Recall,Wrong Prediction
/storage/models/nnlm-en-dim128_fr/,1.0,0.9874401688575745,1.0,0.9831478595733643,1.0,0.9471365809440613,1.0,0.9598214030265808,21
/storage/models/nnlm-en-dim128_ft/,1.0,0.9844497442245483,1.0,0.9775367379188538,1.0,0.9380530714988708,1.0,0.9464285969734192,26
/storage/models/use-512_fr/,1.0,0.9874401688575745,1.0,0.9780115485191345,1.0,0.9634703397750854,1.0,0.9419642686843872,21
/storage/models/use-512_ft/,1.0,0.9832535982131958,1.0,0.9764159917831421,1.0,0.9454545378684998,1.0,0.9285714030265808,28
